bootstrap,metric,raw_dynamic_minus_static,oriented_dynamic_advantage
27,speed_profile_correlation,0.04307122294459542,0.04307122294459542
27,path_length_similarity,0.0990311433544876,0.0990311433544876
27,acceleration_direction_cosine,0.31191115547994175,0.31191115547994175
27,zero_lag_correlation,0.27099117006103535,0.27099117006103535
27,best_lag_correlation,0.26479862206071897,0.26479862206071897
28,position_correlation,0.2059440513062073,0.2059440513062073
28,position_cosine,0.34054041177974476,0.34054041177974476
28,normalized_position_rmse,-0.1656227939023781,0.1656227939023781
28,velocity_direction_cosine,0.19398028718803123,0.19398028718803123
28,speed_profile_correlation,0.010464384557030693,0.010464384557030693
28,path_length_similarity,0.14348535421081854,0.14348535421081854
28,acceleration_direction_cosine,0.26747629918941596,0.26747629918941596
28,zero_lag_correlation,0.18639760034146735,0.18639760034146735
28,best_lag_correlation,0.18729280413570926,0.18729280413570926
29,position_correlation,0.11874499566812169,0.11874499566812169
29,position_cosine,0.08207811151086208,0.08207811151086208
29,normalized_position_rmse,-0.08796497798898728,0.08796497798898728
29,velocity_direction_cosine,0.1751601918514289,0.1751601918514289
29,speed_profile_correlation,0.004277151236692922,0.004277151236692922
29,path_length_similarity,0.14016004688689376,0.14016004688689376
29,acceleration_direction_cosine,0.19493556338268134,0.19493556338268134
29,zero_lag_correlation,0.11022021623210176,0.11022021623210176
29,best_lag_correlation,0.10547422235219506,0.10547422235219506
30,position_correlation,0.2595232898942182,0.2595232898942182
30,position_cosine,0.4024613883392726,0.4024613883392726
30,normalized_position_rmse,-0.21347816256521157,0.21347816256521157
30,velocity_direction_cosine,0.18306149428733165,0.18306149428733165
30,speed_profile_correlation,0.016463695574777726,0.016463695574777726
30,path_length_similarity,0.14437858217524746,0.14437858217524746
30,acceleration_direction_cosine,0.27802797052522543,0.27802797052522543
30,zero_lag_correlation,0.21911696278430737,0.21911696278430737
30,best_lag_correlation,0.22196599242222492,0.22196599242222492
31,position_correlation,0.19606861710932233,0.19606861710932233
31,position_cosine,0.28737500414533457,0.28737500414533457
31,normalized_position_rmse,-0.16954824271918612,0.16954824271918612
