split,metric,value
14,zero_lag_correlation,0.8609664375069508
14,best_lag_correlation,0.8609664375069508
15,position_correlation,0.8469700087128313
15,position_cosine,0.835275055865637
15,normalized_position_rmse,0.5780188666201851
15,velocity_direction_cosine,0.638505130152213
15,speed_profile_correlation,0.785782000636385
15,path_length_similarity,0.9675612668565956
15,acceleration_direction_cosine,0.5597733856744657
15,zero_lag_correlation,0.8524662842698136
15,best_lag_correlation,0.8524662842698136
16,position_correlation,0.8769602427911911
16,position_cosine,0.8515372979386509
16,normalized_position_rmse,0.4875664162412003
16,velocity_direction_cosine,0.6753150101887069
16,speed_profile_correlation,0.7836595607867971
16,path_length_similarity,0.9245638709597571
16,acceleration_direction_cosine,0.5801845057195815
16,zero_lag_correlation,0.8814737378307466
16,best_lag_correlation,0.8814737378307466
17,position_correlation,0.8582189698363873
17,position_cosine,0.8112083478201207
17,normalized_position_rmse,0.5554120724325672
17,velocity_direction_cosine,0.6621880378044009
17,speed_profile_correlation,0.7882104409045867
17,path_length_similarity,0.952492275587661
17,acceleration_direction_cosine,0.5646213277565929
17,zero_lag_correlation,0.8629829929797547
17,best_lag_correlation,0.8629829929797547
18,position_correlation,0.8967616220114472
18,position_cosine,0.850584216560671
18,normalized_position_rmse,0.4534538484913796
18,velocity_direction_cosine,0.6581378329958525
18,speed_profile_correlation,0.8552251445372985
18,path_length_similarity,0.988650109966168
18,acceleration_direction_cosine,0.5844905508810608
18,zero_lag_correlation,0.8997182017205698
18,best_lag_correlation,0.8997182017205698
19,position_correlation,0.8615486085569044
19,position_cosine,0.8392107682736433
19,normalized_position_rmse,0.532375055442995
19,velocity_direction_cosine,0.5969208402008194
19,speed_profile_correlation,0.7784444078370535
19,path_length_similarity,0.960018560113835
19,acceleration_direction_cosine,0.5312676515670053
19,zero_lag_correlation,0.866151807261726
19,best_lag_correlation,0.866151807261726
20,position_correlation,0.8541429689513006
20,position_cosine,0.8031601549871572
20,normalized_position_rmse,0.5275664289488647
20,velocity_direction_cosine,0.6310191969538378
20,speed_profile_correlation,0.797113135714736
20,path_length_similarity,0.9757517024384479
20,acceleration_direction_cosine,0.5415463417113617
20,zero_lag_correlation,0.8585974647254412
20,best_lag_correlation,0.8585974647254412
21,position_correlation,0.8655432315050946
21,position_cosine,0.8332566784883315
21,normalized_position_rmse,0.5114659279764147
21,velocity_direction_cosine,0.6313974996479972
21,speed_profile_correlation,0.8224047012840124
21,path_length_similarity,0.9624843454333069
21,acceleration_direction_cosine,0.5429880387799487
21,zero_lag_correlation,0.8698320379590113
21,best_lag_correlation,0.8698320379590113
22,position_correlation,0.8270741728607223
22,position_cosine,0.8088882803046165
22,normalized_position_rmse,0.5711209057180502
22,velocity_direction_cosine,0.647594042624275
22,speed_profile_correlation,0.7550979034701704
22,path_length_similarity,0.8988291642218552
22,acceleration_direction_cosine,0.5765038489261871
22,zero_lag_correlation,0.8335712590689122
22,best_lag_correlation,0.8335712590689122
23,position_correlation,0.8597095534315351
23,position_cosine,0.84107282738905
23,normalized_position_rmse,0.5172337108248504
23,velocity_direction_cosine,0.6707298498764679
23,speed_profile_correlation,0.7979053060855865
23,path_length_similarity,0.989719870077891
23,acceleration_direction_cosine,0.5865251480454489
23,zero_lag_correlation,0.8637446116547185
23,best_lag_correlation,0.8637446116547185
24,position_correlation,0.885016600758257
24,position_cosine,0.8503361546930138
24,normalized_position_rmse,0.4681606339641359
24,velocity_direction_cosine,0.6393905056521024
24,speed_profile_correlation,0.7843188799762139
24,path_length_similarity,0.9428204634040408
24,acceleration_direction_cosine,0.5741434229571897
24,zero_lag_correlation,0.88919667127042
24,best_lag_correlation,0.88919667127042
25,position_correlation,0.8576000589744917
25,position_cosine,0.8223471270312822
25,normalized_position_rmse,0.5652498345607105
25,velocity_direction_cosine,0.611193605561562
25,speed_profile_correlation,0.7473550606874806
25,path_length_similarity,0.9439745129122321
25,acceleration_direction_cosine,0.5554046160302809
25,zero_lag_correlation,0.863258772876905
25,best_lag_correlation,0.863258772876905
26,position_correlation,0.8509973330905921
26,position_cosine,0.8213650938713914
26,normalized_position_rmse,0.5937262736475672
26,velocity_direction_cosine,0.6330709506792612
26,speed_profile_correlation,0.730131395707229
26,path_length_similarity,0.9300760928934413
26,acceleration_direction_cosine,0.5513031459617771
26,zero_lag_correlation,0.8578779627435549
26,best_lag_correlation,0.8578779627435549
27,position_correlation,0.8604743018274819
27,position_cosine,0.8093811585427269
27,normalized_position_rmse,0.5198012297883448
